epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,pixel_acc
39,0.5010190618509066,0.6910393055747537,0.7771467519401265,0.6782394493327422,0.642837064553695,0.5269127277766957,0.7072363523875966
40,0.49267307475302174,0.6556263857028064,0.7808684986743015,0.6990767275585847,0.6475865435699415,0.5539073235848371,0.7358707722495584
41,0.48315555935342197,0.6517241025672239,0.7861627273400955,0.6925006543888765,0.6544867732916453,0.5461307395907009,0.7319829176453984
42,0.4727311571769556,0.6497204380876878,0.7902434699996346,0.6949054844239179,0.6600261228991645,0.548912254151176,0.7289456718108234
43,0.4595685042983033,0.6899866100619821,0.7973358411798854,0.6705091308144963,0.6694449366006435,0.5208810336449567,0.7061385806869058
44,0.4477419026056595,0.6571083160007701,0.8032919330805106,0.6960630823584164,0.677423321531617,0.549580012700137,0.7296658536967109
45,0.437930701800047,0.6659199237823487,0.8081375754548705,0.6872989139136146,0.6840734900654973,0.5397482644109165,0.7236969541100895
46,0.42249038487115176,0.6863136424737818,0.815831829381336,0.6977232883958255,0.6946586624500409,0.5512320609653697,0.7324903656454648
47,0.4101604727598337,0.7203832324813394,0.8222124476194878,0.6823818858932046,0.7035246600480188,0.5348958793808433,0.7181532516199
48,0.39569478111802414,0.6901917117483476,0.8294581214504282,0.6846861716578988,0.7136046906271001,0.5358526349067688,0.7165676769088296
49,0.38364541586372314,0.714188929866342,0.8349722773766072,0.684387042241938,0.7215254979668932,0.5351182885029737,0.716487717628479
50,0.3701129991894205,0.7525968646301943,0.8417676806202053,0.6800183050772723,0.7312959830379288,0.529793323138181,0.7108067989349365
