epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,pixel_acc
1,1.3247282651265462,1.2998497010655485,0.5910246306235591,0.7161247544205946,0.5731899627956252,0.7015918627639727,0.3649644493367631
2,1.2360671151479086,1.1992437581106417,0.6300001262823741,0.7496602979698622,0.607882239818573,0.7304676836625689,0.4695131985438352
3,1.0888313835461934,1.0171581441267377,0.6396870902379354,0.7459303733241351,0.6147562195460001,0.7270085012292586,0.4532002520699032
4,0.9774232624371847,0.959993693180856,0.6406832825342814,0.723584078639918,0.6141635741392771,0.7041743115193582,0.47283818680426976
5,0.9520512366294861,0.9372692370001291,0.6524236040910085,0.7418235809127719,0.6248199576536815,0.722170470422403,0.5076797063640087
6,0.9349946490923564,0.934681192298845,0.6495928790569305,0.7387006782382899,0.6218389554023742,0.7189526106580834,0.5033521142309112
7,0.9140711491902669,0.9175161671087232,0.6506733102798462,0.7406001073776642,0.6231980098883311,0.7214038713129959,0.5012872618746895
8,0.9057106391588847,0.957631628637369,0.6555168783664703,0.7273212523129634,0.6274456903934479,0.7074586659497608,0.48637122363713436
9,0.8743269793192545,0.9096454586941383,0.6577063697179159,0.7310943072930925,0.6297758491834005,0.7118283896087911,0.5129241543698173
10,0.8708421859741211,0.8923439211239016,0.6556857337156932,0.7317288338793495,0.6281297121842703,0.7122684048779439,0.5193559213869834
11,0.8671508054733277,0.8972887028159434,0.6572997806072235,0.7431613858035534,0.6295691114266714,0.7244007797599528,0.5157880176698542
12,0.863967629591624,0.8943850976883332,0.6637231442133585,0.7431066256727097,0.6359829732577006,0.7240766579705167,0.51530147976958
13,0.8633318456013997,0.8852859752715667,0.6620535639127095,0.7434451342318099,0.6346187736193339,0.7245359431112433,0.5185400902191338
14,0.8579467005729675,0.8890068179610148,0.6609029928843181,0.7461221538527163,0.6332978850205739,0.7274385969762858,0.5197051425889737
15,0.8544486141204835,0.8818340353194,0.665470914443334,0.7431451950459121,0.6377214711507161,0.7242023975862933,0.5211218161390007
16,0.8554973770777384,0.8860945305383274,0.6641201100349426,0.7426285402623215,0.6367260465621948,0.723977122348168,0.5198348023298848
17,0.8545388995806377,0.8852077974060367,0.6658954083919525,0.7429134670020527,0.6386820857524872,0.7239446829509184,0.5221226201581128
18,0.8566574875513713,0.8862223215185838,0.6660319530169169,0.7397824777344059,0.6384936586221059,0.7204882412976612,0.5245997657665628
19,0.8546795131365458,0.8852992681409583,0.6600684367815653,0.7444674038473581,0.6326064205169678,0.7255708527013746,0.5212695708853661
20,0.8536489502588908,0.887410254492236,0.6634888668060303,0.7427632167849237,0.636017085313797,0.7237895372286008,0.5216703814578194
21,0.8550323875745137,0.88518269971616,0.6640228320757549,0.7382066456568723,0.636489779551824,0.7191328333981465,0.5230696973084026
22,0.8553626348177592,0.8817630940779096,0.6620645206769308,0.7404723429266428,0.6349536146322886,0.721508065400096,0.5208968096385801
23,0.8529192377726237,0.8841650399858552,0.6633845349947611,0.7432375026576091,0.6361459863185882,0.7244012655550345,0.5207305464441376
24,0.8534775144259135,0.8865519551872518,0.6600930357774099,0.7442079245010552,0.6329744629859925,0.7250357308139691,0.5234596150458892
25,0.8542910305658976,0.8841741484713692,0.6625458027521769,0.7432123836065303,0.6353942533334096,0.7242258201444769,0.5222494905394626
26,0.8538421339988709,0.8864860176351029,0.6628816212813059,0.7432244106524253,0.6354652564525605,0.7244581077140191,0.5194696746120563
27,0.853519366423289,0.8875383421175742,0.6625519278049469,0.7421052145820133,0.6351193064053854,0.7232804336299786,0.5201742235635747
28,0.8542507317860921,0.8819451025455673,0.6616094907919566,0.7414421680345701,0.6344015656312306,0.7222407194920358,0.5223857322869273
29,0.8536575887997945,0.8845020887479617,0.6633441413243611,0.7430409385978831,0.636046723206838,0.7239316860375377,0.5222014609099812
30,0.8526622724533081,0.8843620405720838,0.6632344686985016,0.743683624129764,0.6359778498808543,0.7248167819370425,0.5215736207245403
31,0.8516469364166259,0.8847122915907403,0.6618042973677317,0.7446919428130795,0.6341678357919057,0.7258198564452243,0.5219003685637017
32,0.8544480799039205,0.8881544508685956,0.6614482687314351,0.743584603588016,0.634202849706014,0.7248215468632693,0.5213663233497928
33,0.8553932811419169,0.883619651284521,0.6639953107833863,0.7444900853096406,0.6364205992221832,0.7256956841215233,0.5216184475518375
34,0.8548408926328023,0.8878123939381859,0.665597949107488,0.7437521894543158,0.6379784377415975,0.7247873851329605,0.5230700473564898
35,0.8530427028338115,0.8853331063524147,0.6640536902745565,0.7424836262113097,0.6365172173976898,0.7236221381005524,0.5186719467185136
36,0.8542616737683614,0.8839891876788498,0.6639968112309774,0.7396088149506233,0.6365715797742207,0.7205804979181014,0.5237885238118254
37,0.851643579006195,0.8905726299120512,0.6652633972962697,0.7429212442023216,0.6375352699756622,0.7236244850765073,0.5224076102923796
38,0.8543735728263855,0.8860285668014791,0.6659601707458496,0.7440326007115359,0.638595330953598,0.7253133210143602,0.5197169408632841
39,0.8535924712816875,0.8823520344805855,0.6635113393465678,0.7424572130848217,0.6361001739501954,0.7234274018017542,0.5222813132181333
40,0.853721299012502,0.8820300143578149,0.6612819604873658,0.7430694999033316,0.634063627243042,0.7241533085100913,0.52143920777161
41,0.8550898865063985,0.8918419066881169,0.660970192750295,0.7455111965967741,0.6336543193658193,0.7262404437009999,0.5255240415562095
42,0.8526290143330892,0.8856146917866834,0.6638385287920634,0.7434822355391663,0.6364024271170299,0.7244481837129317,0.520958533865868
43,0.8544928270975749,0.8818609893666527,0.662185376962026,0.743038243641054,0.6349068117936453,0.7242183857570493,0.5202772327930252
44,0.8534756733576456,0.8840627980370053,0.6623768972555796,0.7454996339847587,0.6348975989023844,0.7264710916260074,0.5230183835663548
45,0.853188312848409,0.884483397351524,0.6635476282437642,0.7438511610720199,0.6358244909445445,0.7248218696930505,0.5232146434012176
46,0.85552472559611,0.8824690301294271,0.6614909836451213,0.7397807585021664,0.6343854053020477,0.720862756574774,0.5219082391330961
47,0.8524499770800272,0.8852136634677821,0.6676639777819315,0.7392157819229743,0.6402023514111836,0.71985355588053,0.5259462091964104
48,0.851170352935791,0.8835919054946458,0.6616075890064239,0.741092396609356,0.634030240615209,0.7219499077411057,0.521655944041434
49,0.8519928696950276,0.8826189585503815,0.660100715080897,0.7422605883868444,0.6327391761144002,0.7234803930872438,0.520672958021219
50,0.8542612841924031,0.8883787293654646,0.6642024839719136,0.7423467050398016,0.6370411853790283,0.7233527757528889,0.5209195145292779
