epoch,train_loss,val_loss,train_dice,val_dice,train_iou,val_iou,pixel_acc
1,0.9340620164811735,0.8388603413806243,0.5434365069915748,0.587629563668195,0.38077102567450666,0.4325392284814049,0.6242603919085334
2,0.8495000025834463,0.7697056216352126,0.5993811569937549,0.6253054334836847,0.4361433307495038,0.47204432452426237,0.6702996948186088
3,0.7938588824192848,0.7400173629031462,0.6364414087204329,0.6352923551026513,0.47466594761473724,0.4854248145047356,0.6766968997085796
4,0.7687435564033207,0.7050820539979373,0.6513306576595981,0.6640419416567859,0.4909140825147688,0.5137864568654229,0.7025168397847343
5,0.7539014815044998,0.7050856737529531,0.658835269309379,0.6691658910583047,0.49935162866685595,0.5193738832193262,0.7074198512470021
6,0.7365071514540056,0.6932454859509187,0.6702503167913758,0.671538197293001,0.5122221577564049,0.5218857214731328,0.7093890835257137
7,0.7265546435873622,0.7329083316466387,0.67529233676728,0.6502979832537034,0.5180657163974897,0.49938162354861987,0.695618060055901
8,0.717923232522675,0.7090786975972793,0.6799029037511274,0.6610833062845118,0.5232082291848942,0.5117131261264577,0.7051473631578333
9,0.7093221349428697,0.6872365004876081,0.6846356479888647,0.6775162584641401,0.5288477010265953,0.5284382820129394,0.711557680719039
10,0.7035269765744834,0.682809627757353,0.6866863996967705,0.6797313237891478,0.5314423414624903,0.5326833819641786,0.716428188015433
11,0.7017913022061147,0.6838291946579428,0.6873715842092359,0.681380838506362,0.5324081457578219,0.5325073911863215,0.7153815528925728
12,0.6948151706162213,0.6804360161809361,0.6913380451856681,0.6823276817798615,0.5366364527269114,0.5338688776773565,0.715799739781548
13,0.6912378702243004,0.6649813992135665,0.692784083360446,0.6900879719678094,0.5384980327993817,0.5442910864072688,0.726745252048268
14,0.6893562457665584,0.6659616957692539,0.6935537664409487,0.6844487000914181,0.5393687143395199,0.5363257499302134,0.7225486117250779
15,0.6833796907611299,0.6767391082118539,0.6971521178055207,0.6704920775750104,0.5436595283650063,0.5221986521692837,0.7145040112383225
16,0.6795186479721149,0.664562692712335,0.6986863816354478,0.6863295569139368,0.5454733586732662,0.5404370041454539,0.723432591382195
17,0.6797144198615933,0.6631861805915833,0.6983566940946043,0.6924457543036517,0.5450219992788319,0.5453086961718167,0.7250181184095494
18,0.6750914761777231,0.6603548060445225,0.7011225610165983,0.6979665980619543,0.5483952816459592,0.5524993437177995,0.7302979272954604
19,0.6718528286830799,0.649949699640274,0.7023465995233421,0.6913090947796316,0.5497757892846565,0.5445997325813069,0.7290120187927694
20,0.6708656299758602,0.6582423722042757,0.702206090433434,0.6871430463650647,0.549782250378583,0.5421080189592699,0.7257049294079051
21,0.6672314428985738,0.6605763933237861,0.7050122232050509,0.6897005025078269,0.5530083769324415,0.5435315952581518,0.7289640777251299
22,0.6647912499314782,0.6506398267605725,0.7058296040041283,0.6929022221004262,0.5539297731651338,0.546261386310353,0.7288728615816902
23,0.6638009941007887,0.6418874551268184,0.7052471021852473,0.6967963337898254,0.553442654949216,0.5510577328064863,0.7334754761527567
24,0.6630584929688309,0.6375701837679919,0.7061753892601156,0.7019661503679612,0.5546029686556041,0.5576363486402175,0.736973323541529
25,0.6602803472421769,0.6453833615078646,0.7080010939040947,0.69503753045026,0.5564534545812191,0.5492054711369907,0.7333731966860154
26,0.6593603741478276,0.6394421426688923,0.7075132033681175,0.7015481948852539,0.5561713802467513,0.5568259964970982,0.7373033972347484
27,0.6558495165156724,0.6422823993598714,0.7094217341803711,0.6955869548461017,0.5585079240823734,0.5510822674807381,0.7348385404138004
28,0.6545951608065013,0.6493200421333313,0.7102581023426413,0.6918751664021436,0.5593310332471765,0.5454069961519802,0.728124512644375
29,0.6520883166492605,0.6558238099603092,0.7112704721161333,0.6966583616593305,0.560590960627534,0.5514245275188895,0.733649407414829
30,0.6519120443387736,0.630650441085591,0.7109640282801432,0.7075848551357493,0.5602227800725156,0.5642454315634334,0.7422467841821558
31,0.6512847801751753,0.629507345311782,0.7115537252842512,0.7078850725117851,0.5609082910474273,0.5641213017351487,0.7409571563496309
32,0.647739159218239,0.6258785843849182,0.7120882519317516,0.7098002048099742,0.561737951394674,0.5662185970474692,0.7421149232808282
33,0.6459026735686463,0.6281056214781369,0.7129569767418622,0.7047708385130939,0.5627759600875284,0.5601628699723412,0.7403702834073235
34,0.6446601911418899,0.6277110758949729,0.7141628694137764,0.7044822124873891,0.5642771311336644,0.5602841454393723,0.7384289454011356
35,0.6428332650983656,0.6293721686391269,0.714836964240441,0.7046160172013676,0.5651649136924942,0.5618958378539366,0.7407940675230588
36,0.6407953910916858,0.617183658655952,0.7156696840036436,0.7114271093817318,0.5658162105480004,0.568812403608771,0.7464431117562687
37,0.6413833346535411,0.6145380637224983,0.7158300383423074,0.7102850437164306,0.5661710645081843,0.5671787812429316,0.7445814995204701
38,0.6391635653630612,0.6298424345605513,0.7164169131098567,0.700294627161587,0.5666601119442938,0.5567995779654559,0.7379846874405356
39,0.6364840298209518,0.6090824383146622,0.7174261902573202,0.7138640936683206,0.5679841914568522,0.5717125545529759,0.7477538312182707
40,0.6368775669477585,0.6123335242271424,0.7177104583153358,0.7111435406348284,0.568400267256025,0.5683721391593709,0.7466211206772748
41,0.63466223033451,0.6306906798306633,0.7178814020821062,0.70000399982228,0.5687221933055568,0.5565342170350692,0.737877680273617
42,0.6347579731762781,0.6129468346343321,0.718592304449815,0.7090367026188794,0.5693402961980776,0.5661472296013551,0.7458777806338142
43,0.631599707749678,0.6240219607072718,0.7196658228886103,0.7045468179618611,0.5707347862685792,0.5606029994347517,0.7415270209312439
44,0.6307682409851566,0.6081565744736616,0.7200965841693838,0.7122455113074359,0.5713154865029944,0.5697691924431745,0.7480749978738672
45,0.6299915911625924,0.6162675450829899,0.7201037726630292,0.7115540756898768,0.5715959815002528,0.5682038401856142,0.744345169207629
46,0.6279824472762443,0.6155638498418471,0.7203331111374616,0.7082397488986745,0.5717003603858908,0.5644451074740466,0.7447663033709807
47,0.6278650188768232,0.6124250468085793,0.7212048003182837,0.7145454701255349,0.5727738633349135,0.57166387684205,0.7467482447624206
48,0.6279971166484817,0.6053405512781704,0.7210377246575147,0.7154744688202354,0.5724333224202393,0.5733341886716731,0.7482335434240454
49,0.625297291053308,0.6115081099902883,0.7220191121597052,0.7107472013024723,0.573800910101611,0.5676458046716802,0.7459831749691682
50,0.6230432387449142,0.6051393813946668,0.7225565522475451,0.7134328386362861,0.5742825423977231,0.570433811229818,0.7475083077655119
